,DATE,BASEL_pleasant_weather,BELGRADE_pleasant_weather,BUDAPEST_pleasant_weather,DEBILT_pleasant_weather,DUSSELDORF_pleasant_weather,HEATHROW_pleasant_weather,KASSEL_pleasant_weather,LJUBLJANA_pleasant_weather,MAASTRICHT_pleasant_weather,MADRID_pleasant_weather,MUNCHENB_pleasant_weather,OSLO_pleasant_weather,SONNBLICK_pleasant_weather,STOCKHOLM_pleasant_weather,VALENTIA_pleasant_weather
3995,19701209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3996,19701210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3997,19701211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3998,19701212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3999,19701213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,19701214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4001,19701215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4002,19701216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4003,19701217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4004,19701218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4005,19701219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4006,19701220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4007,19701221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4008,19701222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4009,19701223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4010,19701224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4011,19701225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4012,19701226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4013,19701227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4014,19701228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4015,19701229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4016,19701230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4017,19701231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4018,19710101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4019,19710102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4020,19710103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4021,19710104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4022,19710105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4023,19710106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4024,19710107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4025,19710108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4026,19710109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4027,19710110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4028,19710111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4029,19710112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4030,19710113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4031,19710114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4032,19710115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4033,19710116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4034,19710117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4035,19710118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4036,19710119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4037,19710120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4038,19710121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4039,19710122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4040,19710123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4041,19710124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4042,19710125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4043,19710126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4044,19710127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4045,19710128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4046,19710129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4047,19710130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4048,19710131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4049,19710201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4050,19710202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4051,19710203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4052,19710204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4053,19710205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4054,19710206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4055,19710207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4056,19710208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4057,19710209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4058,19710210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4059,19710211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4060,19710212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4061,19710213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4062,19710214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4063,19710215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4064,19710216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4065,19710217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4066,19710218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4067,19710219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4068,19710220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4069,19710221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4070,19710222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4071,19710223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4072,19710224,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4073,19710225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4074,19710226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4075,19710227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4076,19710228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4077,19710301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4078,19710302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4079,19710303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4080,19710304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4081,19710305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4082,19710306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4083,19710307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4084,19710308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4085,19710309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4086,19710310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4087,19710311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4088,19710312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4089,19710313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4090,19710314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4091,19710315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4092,19710316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4093,19710317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4094,19710318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4095,19710319,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4096,19710320,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4097,19710321,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4098,19710322,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4099,19710323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4100,19710324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4101,19710325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4102,19710326,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4103,19710327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4104,19710328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4105,19710329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4106,19710330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4107,19710331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4108,19710401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4109,19710402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4110,19710403,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4111,19710404,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4112,19710405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4113,19710406,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4114,19710407,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4115,19710408,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0
4116,19710409,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0
4117,19710410,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
4118,19710411,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4119,19710412,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4120,19710413,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4121,19710414,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1
4122,19710415,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0
4123,19710416,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
4124,19710417,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4125,19710418,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4126,19710419,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0
4127,19710420,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0
4128,19710421,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0
4129,19710422,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0
4130,19710423,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
4131,19710424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4132,19710425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4133,19710426,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4134,19710427,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4135,19710428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4136,19710429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4137,19710430,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4138,19710501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4139,19710502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4140,19710503,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
4141,19710504,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
4142,19710505,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
4143,19710506,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0
4144,19710507,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0
4145,19710508,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0
4146,19710509,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0
4147,19710510,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0
4148,19710511,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0
4149,19710512,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0
4150,19710513,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0
4151,19710514,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0
4152,19710515,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
4153,19710516,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
4154,19710517,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0
4155,19710518,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0
4156,19710519,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0
4157,19710520,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0
4158,19710521,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0
4159,19710522,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4160,19710523,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4161,19710524,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4162,19710525,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
4163,19710526,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4164,19710527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4165,19710528,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4166,19710529,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
4167,19710530,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0
4168,19710531,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0
4169,19710601,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0
4170,19710602,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
4171,19710603,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0
4172,19710604,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1
4173,19710605,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1
4174,19710606,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
4175,19710607,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
4176,19710608,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0
4177,19710609,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4178,19710610,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4179,19710611,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
4180,19710612,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
4181,19710613,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
4182,19710614,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0
4183,19710615,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
4184,19710616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4185,19710617,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
4186,19710618,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4187,19710619,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
4188,19710620,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0
4189,19710621,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0
4190,19710622,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0
4191,19710623,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0
4192,19710624,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0
4193,19710625,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0
4194,19710626,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4195,19710627,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0
4196,19710628,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
4197,19710629,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
4198,19710630,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0
4199,19710701,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0
4200,19710702,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0
4201,19710703,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
4202,19710704,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0
4203,19710705,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
4204,19710706,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1
4205,19710707,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
4206,19710708,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
4207,19710709,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
4208,19710710,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
4209,19710711,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
4210,19710712,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1
4211,19710713,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1
4212,19710714,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0
4213,19710715,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
4214,19710716,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1
4215,19710717,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0
4216,19710718,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0
4217,19710719,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0
4218,19710720,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
4219,19710721,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0
4220,19710722,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0
4221,19710723,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0
4222,19710724,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0
4223,19710725,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0
4224,19710726,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1
4225,19710727,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0
4226,19710728,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1
4227,19710729,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1
4228,19710730,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0
4229,19710731,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0
4230,19710801,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1
4231,19710802,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0
4232,19710803,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
4233,19710804,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0
4234,19710805,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0
4235,19710806,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0
4236,19710807,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
4237,19710808,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0
4238,19710809,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0
4239,19710810,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0
4240,19710811,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0
4241,19710812,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0
4242,19710813,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0
4243,19710814,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0
4244,19710815,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0
4245,19710816,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1
4246,19710817,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0
4247,19710818,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1
4248,19710819,0,1,1,0,0,0,1,1,0,1,1,1,0,1,1
4249,19710820,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1
4250,19710821,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0
4251,19710822,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0
4252,19710823,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0
4253,19710824,0,1,0,1,1,0,1,1,1,1,0,1,0,1,0
4254,19710825,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0
4255,19710826,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0
4256,19710827,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
4257,19710828,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0
4258,19710829,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0
4259,19710830,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
4260,19710831,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4261,19710901,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0
4262,19710902,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0
4263,19710903,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0
4264,19710904,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
4265,19710905,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0
4266,19710906,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1
4267,19710907,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1
4268,19710908,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1
4269,19710909,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0
4270,19710910,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0
4271,19710911,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0
4272,19710912,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1
4273,19710913,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1
4274,19710914,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
4275,19710915,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4276,19710916,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
4277,19710917,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
4278,19710918,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
4279,19710919,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0
4280,19710920,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0
4281,19710921,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
4282,19710922,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0
4283,19710923,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0
4284,19710924,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0
4285,19710925,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
4286,19710926,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0
4287,19710927,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
4288,19710928,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
4289,19710929,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
4290,19710930,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1
4291,19711001,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1
4292,19711002,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
4293,19711003,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0
4294,19711004,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
4295,19711005,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
4296,19711006,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
4297,19711007,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0
4298,19711008,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0
4299,19711009,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0
4300,19711010,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
4301,19711011,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0
4302,19711012,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0
4303,19711013,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4304,19711014,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4305,19711015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4306,19711016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4307,19711017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4308,19711018,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4309,19711019,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0
4310,19711020,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
4311,19711021,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
4312,19711022,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0
4313,19711023,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0
4314,19711024,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0
4315,19711025,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0
4316,19711026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4317,19711027,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4318,19711028,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4319,19711029,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4320,19711030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4321,19711031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4322,19711101,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4323,19711102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4324,19711103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4325,19711104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4326,19711105,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4327,19711106,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4328,19711107,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4329,19711108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4330,19711109,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4331,19711110,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4332,19711111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4333,19711112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4334,19711113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4335,19711114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4336,19711115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,19711116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4338,19711117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4339,19711118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4340,19711119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4341,19711120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4342,19711121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4343,19711122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4344,19711123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4345,19711124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4346,19711125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4347,19711126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4348,19711127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4349,19711128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4350,19711129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4351,19711130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4352,19711201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4353,19711202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4354,19711203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4355,19711204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4356,19711205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4357,19711206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4358,19711207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4359,19711208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4360,19711209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4361,19711210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4362,19711211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4363,19711212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4364,19711213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4365,19711214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4366,19711215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
